"","Estado","fuente","observaciones","ano","genero"
"1775","Mexico","IMMS",6881,2007,"masculino"
"1776","Michoacan","IMMS",1485,2007,"masculino"
"1777","Morelos","IMMS",2058,2007,"masculino"
"1778","Nayarit","IMMS",224,2007,"masculino"
"1779","Nuevo Leon","IMMS",3399,2007,"masculino"
"1780","Oaxaca","IMMS",949,2007,"masculino"
"1781","Puebla","IMMS",3001,2007,"masculino"
"1782","Queretaro","IMMS",910,2007,"masculino"
"1783","Quintana Roo","IMMS",563,2007,"masculino"
"1784","San Luis Potosi","IMMS",1593,2007,"masculino"
"1785","Sinaloa","IMMS",2145,2007,"masculino"
"1786","Sonora","IMMS",2230,2007,"masculino"
"1787","Tabasco","IMMS",750,2007,"masculino"
"1788","Tamaulipas","IMMS",2676,2007,"masculino"
"1789","Tlaxcala","IMMS",517,2007,"masculino"
"1790","Veracruz","IMMS",3763,2007,"masculino"
"1791","Yucatan","IMMS",1836,2007,"masculino"
"1792","Zacatecas","IMMS",459,2007,"masculino"
"1793","Aguascalientes","ISSSTE",72,2007,"masculino"
"1794","Baja California","ISSSTE",243,2007,"masculino"
"1795","Baja California Sur","ISSSTE",124,2007,"masculino"
"1796","Campeche","ISSSTE",104,2007,"masculino"
"1797","Coahuila","ISSSTE",1276,2007,"masculino"
"1798","Colima","ISSSTE",13,2007,"masculino"
"1799","Chiapas","ISSSTE",913,2007,"masculino"
"1800","Chihuahua","ISSSTE",320,2007,"masculino"
"1801","Distrito Federal","ISSSTE",4932,2007,"masculino"
"1802","Durango","ISSSTE",812,2007,"masculino"
"1803","Guanajuato","ISSSTE",380,2007,"masculino"
"1804","Guerrero","ISSSTE",1011,2007,"masculino"
"1805","Hidalgo","ISSSTE",422,2007,"masculino"
"1806","Jalisco","ISSSTE",1247,2007,"masculino"
"1807","Mexico","ISSSTE",1458,2007,"masculino"
"1808","Michoacan","ISSSTE",1904,2007,"masculino"
"1809","Morelos","ISSSTE",1588,2007,"masculino"
"1810","Nayarit","ISSSTE",541,2007,"masculino"
"1811","Nuevo Leon","ISSSTE",117,2007,"masculino"
"1812","Oaxaca","ISSSTE",1228,2007,"masculino"
"1813","Puebla","ISSSTE",1212,2007,"masculino"
"1814","Queretaro","ISSSTE",144,2007,"masculino"
"1815","Quintana Roo","ISSSTE",129,2007,"masculino"
"1816","San Luis Potosi","ISSSTE",341,2007,"masculino"
"1817","Sinaloa","ISSSTE",262,2007,"masculino"
"1818","Sonora","ISSSTE",237,2007,"masculino"
"1819","Tabasco","ISSSTE",211,2007,"masculino"
"1820","Tamaulipas","ISSSTE",749,2007,"masculino"
"1821","Tlaxcala","ISSSTE",295,2007,"masculino"
"1822","Veracruz","ISSSTE",215,2007,"masculino"
"1823","Yucatan","ISSSTE",449,2007,"masculino"
"1824","Zacatecas","ISSSTE",153,2007,"masculino"
"1825","Aguascalientes","IMMS",NA,2007,"masculino"
"1826","Baja California","IMMS",26,2007,"masculino"
"1827","Baja California Sur","IMMS",NA,2007,"masculino"
"1828","Campeche","IMMS",51,2007,"masculino"
"1829","Coahuila","IMMS",111,2007,"masculino"
"1830","Colima","IMMS",NA,2007,"masculino"
"1831","Chiapas","IMMS",275,2007,"masculino"
"1832","Chihuahua","IMMS",49,2007,"masculino"
"1833","Distrito Federal","IMMS",47,2007,"masculino"
"1834","Durango","IMMS",127,2007,"masculino"
"1835","Guanajuato","IMMS",2,2007,"masculino"
"1836","Guerrero","IMMS",12,2007,"masculino"
"1837","Hidalgo","IMMS",129,2007,"masculino"
"1838","Jalisco","IMMS",7,2007,"masculino"
"1839","Mexico","IMMS",3,2007,"masculino"
"1840","Michoacan","IMMS",353,2007,"masculino"
"1841","Morelos","IMMS",1,2007,"masculino"
"1842","Nayarit","IMMS",55,2007,"masculino"
"1843","Nuevo Leon","IMMS",2,2007,"masculino"
"1844","Oaxaca","IMMS",455,2007,"masculino"
"1845","Puebla","IMMS",280,2007,"masculino"
"1846","Queretaro","IMMS",1,2007,"masculino"
"1847","Quintana Roo","IMMS",NA,2007,"masculino"
"1848","San Luis Potosi","IMMS",265,2007,"masculino"
"1849","Sinaloa","IMMS",75,2007,"masculino"
"1850","Sonora","IMMS",10,2007,"masculino"
"1851","Tabasco","IMMS",NA,2007,"masculino"
"1852","Tamaulipas","IMMS",96,2007,"masculino"
"1853","Tlaxcala","IMMS",0,2007,"masculino"
"1854","Veracruz","IMMS",482,2007,"masculino"
"1855","Yucatan","IMMS",233,2007,"masculino"
"1856","Zacatecas","IMMS",175,2007,"masculino"
"1857","Aguascalientes","DIF",6,2007,"masculino"
"1858","Baja California","DIF",NA,2007,"masculino"
"1859","Baja California Sur","DIF",NA,2007,"masculino"
"1860","Campeche","DIF",4,2007,"masculino"
"1861","Coahuila","DIF",84,2007,"masculino"
"1862","Colima","DIF",3,2007,"masculino"
"1863","Chiapas","DIF",NA,2007,"masculino"
"1864","Chihuahua","DIF",NA,2007,"masculino"
"1865","Distrito Federal","DIF",94,2007,"masculino"
"1866","Durango","DIF",0,2007,"masculino"
"1867","Guanajuato","DIF",NA,2007,"masculino"
"1868","Guerrero","DIF",NA,2007,"masculino"
"1869","Hidalgo","DIF",0,2007,"masculino"
"1870","Jalisco","DIF",62,2007,"masculino"
"1871","Mexico","DIF",2205,2007,"masculino"
"1872","Michoacan","DIF",NA,2007,"masculino"
"1873","Morelos","DIF",NA,2007,"masculino"
"1874","Nayarit","DIF",74,2007,"masculino"
"1875","Nuevo Leon","DIF",0,2007,"masculino"
"1876","Oaxaca","DIF",44,2007,"masculino"
"1877","Puebla","DIF",44,2007,"masculino"
"1878","Queretaro","DIF",11,2007,"masculino"
"1879","Quintana Roo","DIF",NA,2007,"masculino"
"1880","San Luis Potosi","DIF",NA,2007,"masculino"
"1881","Sinaloa","DIF",202,2007,"masculino"
"1882","Sonora","DIF",NA,2007,"masculino"
"1883","Tabasco","DIF",NA,2007,"masculino"
"1884","Tamaulipas","DIF",0,2007,"masculino"
"1885","Tlaxcala","DIF",13,2007,"masculino"
"1886","Veracruz","DIF",181,2007,"masculino"
"1887","Yucatan","DIF",3,2007,"masculino"
"1888","Zacatecas","DIF",45,2007,"masculino"
"1889","Aguascalientes","PEMEX",NA,2007,"masculino"
"1890","Baja California","PEMEX",NA,2007,"masculino"
"1891","Baja California Sur","PEMEX",NA,2007,"masculino"
"1892","Campeche","PEMEX",2,2007,"masculino"
"1893","Coahuila","PEMEX",NA,2007,"masculino"
"1894","Colima","PEMEX",NA,2007,"masculino"
"1895","Chiapas","PEMEX",74,2007,"masculino"
"1896","Chihuahua","PEMEX",NA,2007,"masculino"
"1897","Distrito Federal","PEMEX",44,2007,"masculino"
"1898","Durango","PEMEX",NA,2007,"masculino"
"1899","Guanajuato","PEMEX",19,2007,"masculino"
"1900","Guerrero","PEMEX",NA,2007,"masculino"
"1901","Hidalgo","PEMEX",53,2007,"masculino"
"1902","Jalisco","PEMEX",5,2007,"masculino"
"1903","Mexico","PEMEX",NA,2007,"masculino"
"1904","Michoacan","PEMEX",NA,2007,"masculino"
"1905","Morelos","PEMEX",NA,2007,"masculino"
"1906","Nayarit","PEMEX",NA,2007,"masculino"
"1907","Nuevo Leon","PEMEX",24,2007,"masculino"
"1908","Oaxaca","PEMEX",53,2007,"masculino"
"1909","Puebla","PEMEX",3,2007,"masculino"
"1910","Queretaro","PEMEX",NA,2007,"masculino"
"1911","Quintana Roo","PEMEX",NA,2007,"masculino"
"1912","San Luis Potosi","PEMEX",3,2007,"masculino"
"1913","Sinaloa","PEMEX",7,2007,"masculino"
"1914","Sonora","PEMEX",NA,2007,"masculino"
"1915","Tabasco","PEMEX",205,2007,"masculino"
"1916","Tamaulipas","PEMEX",90,2007,"masculino"
"1917","Tlaxcala","PEMEX",NA,2007,"masculino"
"1918","Veracruz","PEMEX",217,2007,"masculino"
"1919","Yucatan","PEMEX",NA,2007,"masculino"
"1920","Zacatecas","PEMEX",NA,2007,"masculino"
"1921","Aguascalientes","SEDENA",70,2007,"masculino"
"1922","Baja California","SEDENA",56,2007,"masculino"
"1923","Baja California Sur","SEDENA",2,2007,"masculino"
"1924","Campeche","SEDENA",1,2007,"masculino"
"1925","Coahuila","SEDENA",27,2007,"masculino"
"1926","Colima","SEDENA",8,2007,"masculino"
"1927","Chiapas","SEDENA",40,2007,"masculino"
"1928","Chihuahua","SEDENA",70,2007,"masculino"
"1929","Distrito Federal","SEDENA",667,2007,"masculino"
"1930","Durango","SEDENA",23,2007,"masculino"
"1931","Guanajuato","SEDENA",21,2007,"masculino"
"1932","Guerrero","SEDENA",78,2007,"masculino"
"1933","Hidalgo","SEDENA",8,2007,"masculino"
"1934","Jalisco","SEDENA",44,2007,"masculino"
"1935","Mexico","SEDENA",273,2007,"masculino"
"1936","Michoacan","SEDENA",0,2007,"masculino"
"1937","Morelos","SEDENA",119,2007,"masculino"
"1938","Nayarit","SEDENA",0,2007,"masculino"
"1939","Nuevo Leon","SEDENA",41,2007,"masculino"
"1940","Oaxaca","SEDENA",37,2007,"masculino"
"1941","Puebla","SEDENA",8,2007,"masculino"
"1942","Queretaro","SEDENA",NA,2007,"masculino"
"1943","Quintana Roo","SEDENA",14,2007,"masculino"
"1944","San Luis Potosi","SEDENA",38,2007,"masculino"
"1945","Sinaloa","SEDENA",121,2007,"masculino"
"1946","Sonora","SEDENA",25,2007,"masculino"
"1947","Tabasco","SEDENA",29,2007,"masculino"
"1948","Tamaulipas","SEDENA",12,2007,"masculino"
"1949","Tlaxcala","SEDENA",0,2007,"masculino"
"1950","Veracruz","SEDENA",43,2007,"masculino"
"1951","Yucatan","SEDENA",0,2007,"masculino"
"1952","Zacatecas","SEDENA",0,2007,"masculino"
"1953","Aguascalientes","SEMAR",NA,2007,"masculino"
"1954","Baja California","SEMAR",0,2007,"masculino"
"1955","Baja California Sur","SEMAR",2,2007,"masculino"
"1956","Campeche","SEMAR",9,2007,"masculino"
"1957","Coahuila","SEMAR",NA,2007,"masculino"
"1958","Colima","SEMAR",35,2007,"masculino"
"1959","Chiapas","SEMAR",0,2007,"masculino"
"1960","Chihuahua","SEMAR",NA,2007,"masculino"
"1961","Distrito Federal","SEMAR",50,2007,"masculino"
"1962","Durango","SEMAR",NA,2007,"masculino"
"1963","Guanajuato","SEMAR",NA,2007,"masculino"
"1964","Guerrero","SEMAR",2,2007,"masculino"
"1965","Hidalgo","SEMAR",NA,2007,"masculino"
"1966","Jalisco","SEMAR",12,2007,"masculino"
"1967","Mexico","SEMAR",NA,2007,"masculino"
"1968","Michoacan","SEMAR",14,2007,"masculino"
"1969","Morelos","SEMAR",NA,2007,"masculino"
"1970","Nayarit","SEMAR",2,2007,"masculino"
"1971","Nuevo Leon","SEMAR",NA,2007,"masculino"
"1972","Oaxaca","SEMAR",21,2007,"masculino"
"1973","Puebla","SEMAR",NA,2007,"masculino"
"1974","Queretaro","SEMAR",NA,2007,"masculino"
"1975","Quintana Roo","SEMAR",0,2007,"masculino"
"1976","San Luis Potosi","SEMAR",NA,2007,"masculino"
"1977","Sinaloa","SEMAR",24,2007,"masculino"
"1978","Sonora","SEMAR",2,2007,"masculino"
"1979","Tabasco","SEMAR",8,2007,"masculino"
"1980","Tamaulipas","SEMAR",1,2007,"masculino"
"1981","Tlaxcala","SEMAR",NA,2007,"masculino"
"1982","Veracruz","SEMAR",77,2007,"masculino"
"1983","Yucatan","SEMAR",0,2007,"masculino"
"1984","Zacatecas","SEMAR",NA,2007,"masculino"
"1985","Aguascalientes","OTRAS",264,2007,"masculino"
"1986","Baja California","OTRAS",367,2007,"masculino"
"1987","Baja California Sur","OTRAS",NA,2007,"masculino"
"1988","Campeche","OTRAS",7,2007,"masculino"
"1989","Coahuila","OTRAS",686,2007,"masculino"
"1990","Colima","OTRAS",30,2007,"masculino"
"1991","Chiapas","OTRAS",172,2007,"masculino"
"1992","Chihuahua","OTRAS",1313,2007,"masculino"
"1993","Distrito Federal","OTRAS",779,2007,"masculino"
"1994","Durango","OTRAS",83,2007,"masculino"
"1995","Guanajuato","OTRAS",284,2007,"masculino"
"1996","Guerrero","OTRAS",0,2007,"masculino"
"1997","Hidalgo","OTRAS",105,2007,"masculino"
"1998","Jalisco","OTRAS",3832,2007,"masculino"
"1999","Mexico","OTRAS",2177,2007,"masculino"
"2000","Michoacan","OTRAS",NA,2007,"masculino"
"2001","Morelos","OTRAS",NA,2007,"masculino"
"2002","Nayarit","OTRAS",12,2007,"masculino"
"2003","Nuevo Leon","OTRAS",2287,2007,"masculino"
"2004","Oaxaca","OTRAS",56,2007,"masculino"
"2005","Puebla","OTRAS",583,2007,"masculino"
"2006","Queretaro","OTRAS",54,2007,"masculino"
"2007","Quintana Roo","OTRAS",NA,2007,"masculino"
"2008","San Luis Potosi","OTRAS",74,2007,"masculino"
"2009","Sinaloa","OTRAS",719,2007,"masculino"
"2010","Sonora","OTRAS",78,2007,"masculino"
"2011","Tabasco","OTRAS",758,2007,"masculino"
"2012","Tamaulipas","OTRAS",39,2007,"masculino"
"2013","Tlaxcala","OTRAS",25,2007,"masculino"
"2014","Veracruz","OTRAS",NA,2007,"masculino"
"2015","Yucatan","OTRAS",400,2007,"masculino"
"2016","Zacatecas","OTRAS",35,2007,"masculino"
"2017","Aguascalientes","SSA",563,2006,"masculino"
"2018","Baja California","SSA",1659,2006,"masculino"
"2019","Baja California Sur","SSA",433,2006,"masculino"
"2020","Campeche","SSA",356,2006,"masculino"
"2021","Coahuila","SSA",538,2006,"masculino"
"2022","Colima","SSA",356,2006,"masculino"
"2023","Chiapas","SSA",1368,2006,"masculino"
"2024","Chihuahua","SSA",1047,2006,"masculino"
"2025","Distrito Federal","SSA",5868,2006,"masculino"
"2026","Durango","SSA",504,2006,"masculino"
"2027","Guanajuato","SSA",3242,2006,"masculino"
"2028","Guerrero","SSA",2474,2006,"masculino"
"2029","Hidalgo","SSA",1074,2006,"masculino"
"2030","Jalisco","SSA",2673,2006,"masculino"
"2031","Mexico","SSA",5207,2006,"masculino"
"2032","Michoacan","SSA",1557,2006,"masculino"
"2033","Morelos","SSA",1062,2006,"masculino"
"2034","Nayarit","SSA",550,2006,"masculino"
"2035","Nuevo Leon","SSA",963,2006,"masculino"
"2036","Oaxaca","SSA",1757,2006,"masculino"
"2037","Puebla","SSA",1480,2006,"masculino"
"2038","Queretaro","SSA",614,2006,"masculino"
"2039","Quintana Roo","SSA",264,2006,"masculino"
"2040","San Luis Potosi","SSA",1307,2006,"masculino"
"2041","Sinaloa","SSA",2404,2006,"masculino"
"2042","Sonora","SSA",739,2006,"masculino"
"2043","Tabasco","SSA",1244,2006,"masculino"
"2044","Tamaulipas","SSA",1740,2006,"masculino"
"2045","Tlaxcala","SSA",489,2006,"masculino"
"2046","Veracruz","SSA",2836,2006,"masculino"
"2047","Yucatan","SSA",672,2006,"masculino"
"2048","Zacatecas","SSA",638,2006,"masculino"
"2049","Aguascalientes","IMMS",711,2006,"masculino"
"2050","Baja California","IMMS",2993,2006,"masculino"
"2051","Baja California Sur","IMMS",347,2006,"masculino"
"2052","Campeche","IMMS",212,2006,"masculino"
"2053","Coahuila","IMMS",2944,2006,"masculino"
"2054","Colima","IMMS",423,2006,"masculino"
"2055","Chiapas","IMMS",1052,2006,"masculino"
"2056","Chihuahua","IMMS",2411,2006,"masculino"
"2057","Distrito Federal","IMMS",3386,2006,"masculino"
"2058","Durango","IMMS",1296,2006,"masculino"
"2059","Guanajuato","IMMS",3216,2006,"masculino"
"2060","Guerrero","IMMS",1518,2006,"masculino"
"2061","Hidalgo","IMMS",626,2006,"masculino"
"2062","Jalisco","IMMS",7202,2006,"masculino"
"2063","Mexico","IMMS",6819,2006,"masculino"
"2064","Michoacan","IMMS",1378,2006,"masculino"
"2065","Morelos","IMMS",1590,2006,"masculino"
"2066","Nayarit","IMMS",389,2006,"masculino"
"2067","Nuevo Leon","IMMS",2719,2006,"masculino"
"2068","Oaxaca","IMMS",947,2006,"masculino"
"2069","Puebla","IMMS",3430,2006,"masculino"
"2070","Queretaro","IMMS",890,2006,"masculino"
"2071","Quintana Roo","IMMS",343,2006,"masculino"
"2072","San Luis Potosi","IMMS",1828,2006,"masculino"
"2073","Sinaloa","IMMS",1992,2006,"masculino"
"2074","Sonora","IMMS",1759,2006,"masculino"
"2075","Tabasco","IMMS",724,2006,"masculino"
"2076","Tamaulipas","IMMS",2708,2006,"masculino"
"2077","Tlaxcala","IMMS",480,2006,"masculino"
"2078","Veracruz","IMMS",2234,2006,"masculino"
"2079","Yucatan","IMMS",1430,2006,"masculino"
"2080","Zacatecas","IMMS",404,2006,"masculino"
"2081","Aguascalientes","ISSSTE",62,2006,"masculino"
"2082","Baja California","ISSSTE",359,2006,"masculino"
"2083","Baja California Sur","ISSSTE",50,2006,"masculino"
"2084","Campeche","ISSSTE",129,2006,"masculino"
"2085","Coahuila","ISSSTE",2088,2006,"masculino"
"2086","Colima","ISSSTE",11,2006,"masculino"
"2087","Chiapas","ISSSTE",800,2006,"masculino"
"2088","Chihuahua","ISSSTE",336,2006,"masculino"
"2089","Distrito Federal","ISSSTE",5934,2006,"masculino"
"2090","Durango","ISSSTE",1452,2006,"masculino"
"2091","Guanajuato","ISSSTE",550,2006,"masculino"
"2092","Guerrero","ISSSTE",970,2006,"masculino"
"2093","Hidalgo","ISSSTE",319,2006,"masculino"
"2094","Jalisco","ISSSTE",738,2006,"masculino"
"2095","Mexico","ISSSTE",1957,2006,"masculino"
"2096","Michoacan","ISSSTE",966,2006,"masculino"
"2097","Morelos","ISSSTE",1582,2006,"masculino"
"2098","Nayarit","ISSSTE",441,2006,"masculino"
"2099","Nuevo Leon","ISSSTE",217,2006,"masculino"
"2100","Oaxaca","ISSSTE",985,2006,"masculino"
"2101","Puebla","ISSSTE",940,2006,"masculino"
"2102","Queretaro","ISSSTE",114,2006,"masculino"
"2103","Quintana Roo","ISSSTE",152,2006,"masculino"
"2104","San Luis Potosi","ISSSTE",413,2006,"masculino"
"2105","Sinaloa","ISSSTE",227,2006,"masculino"
"2106","Sonora","ISSSTE",163,2006,"masculino"
"2107","Tabasco","ISSSTE",200,2006,"masculino"
"2108","Tamaulipas","ISSSTE",572,2006,"masculino"
"2109","Tlaxcala","ISSSTE",262,2006,"masculino"
"2110","Veracruz","ISSSTE",228,2006,"masculino"
"2111","Yucatan","ISSSTE",486,2006,"masculino"
"2112","Zacatecas","ISSSTE",195,2006,"masculino"
"2113","Aguascalientes","IMMS",0,2006,"masculino"
"2114","Baja California","IMMS",23,2006,"masculino"
"2115","Baja California Sur","IMMS",0,2006,"masculino"
"2116","Campeche","IMMS",49,2006,"masculino"
"2117","Coahuila","IMMS",108,2006,"masculino"
"2118","Colima","IMMS",0,2006,"masculino"
"2119","Chiapas","IMMS",257,2006,"masculino"
"2120","Chihuahua","IMMS",68,2006,"masculino"
"2121","Distrito Federal","IMMS",0,2006,"masculino"
"2122","Durango","IMMS",133,2006,"masculino"
"2123","Guanajuato","IMMS",5,2006,"masculino"
"2124","Guerrero","IMMS",25,2006,"masculino"
"2125","Hidalgo","IMMS",160,2006,"masculino"
"2126","Jalisco","IMMS",5,2006,"masculino"
"2127","Mexico","IMMS",16,2006,"masculino"
"2128","Michoacan","IMMS",308,2006,"masculino"
"2129","Morelos","IMMS",3,2006,"masculino"
"2130","Nayarit","IMMS",47,2006,"masculino"
"2131","Nuevo Leon","IMMS",5,2006,"masculino"
"2132","Oaxaca","IMMS",401,2006,"masculino"
"2133","Puebla","IMMS",303,2006,"masculino"
"2134","Queretaro","IMMS",3,2006,"masculino"
"2135","Quintana Roo","IMMS",0,2006,"masculino"
"2136","San Luis Potosi","IMMS",235,2006,"masculino"
"2137","Sinaloa","IMMS",51,2006,"masculino"
"2138","Sonora","IMMS",13,2006,"masculino"
"2139","Tabasco","IMMS",0,2006,"masculino"
"2140","Tamaulipas","IMMS",109,2006,"masculino"
"2141","Tlaxcala","IMMS",1,2006,"masculino"
"2142","Veracruz","IMMS",525,2006,"masculino"
"2143","Yucatan","IMMS",227,2006,"masculino"
"2144","Zacatecas","IMMS",154,2006,"masculino"
"2145","Aguascalientes","DIF",10,2006,"masculino"
"2146","Baja California","DIF",0,2006,"masculino"
"2147","Baja California Sur","DIF",0,2006,"masculino"
"2148","Campeche","DIF",5,2006,"masculino"
"2149","Coahuila","DIF",81,2006,"masculino"
"2150","Colima","DIF",0,2006,"masculino"
"2151","Chiapas","DIF",0,2006,"masculino"
"2152","Chihuahua","DIF",0,2006,"masculino"
"2153","Distrito Federal","DIF",116,2006,"masculino"
"2154","Durango","DIF",0,2006,"masculino"
"2155","Guanajuato","DIF",0,2006,"masculino"
"2156","Guerrero","DIF",0,2006,"masculino"
"2157","Hidalgo","DIF",0,2006,"masculino"
"2158","Jalisco","DIF",69,2006,"masculino"
"2159","Mexico","DIF",1575,2006,"masculino"
"2160","Michoacan","DIF",0,2006,"masculino"
"2161","Morelos","DIF",0,2006,"masculino"
"2162","Nayarit","DIF",107,2006,"masculino"
"2163","Nuevo Leon","DIF",0,2006,"masculino"
"2164","Oaxaca","DIF",15,2006,"masculino"
"2165","Puebla","DIF",80,2006,"masculino"
"2166","Queretaro","DIF",10,2006,"masculino"
"2167","Quintana Roo","DIF",0,2006,"masculino"
"2168","San Luis Potosi","DIF",0,2006,"masculino"
"2169","Sinaloa","DIF",211,2006,"masculino"
"2170","Sonora","DIF",0,2006,"masculino"
"2171","Tabasco","DIF",0,2006,"masculino"
"2172","Tamaulipas","DIF",16,2006,"masculino"
"2173","Tlaxcala","DIF",2,2006,"masculino"
"2174","Veracruz","DIF",128,2006,"masculino"
"2175","Yucatan","DIF",1,2006,"masculino"
"2176","Zacatecas","DIF",71,2006,"masculino"
"2177","Aguascalientes","PEMEX",0,2006,"masculino"
"2178","Baja California","PEMEX",0,2006,"masculino"
"2179","Baja California Sur","PEMEX",0,2006,"masculino"
"2180","Campeche","PEMEX",0,2006,"masculino"
"2181","Coahuila","PEMEX",0,2006,"masculino"
"2182","Colima","PEMEX",0,2006,"masculino"
"2183","Chiapas","PEMEX",59,2006,"masculino"
"2184","Chihuahua","PEMEX",0,2006,"masculino"
"2185","Distrito Federal","PEMEX",70,2006,"masculino"
"2186","Durango","PEMEX",0,2006,"masculino"
"2187","Guanajuato","PEMEX",18,2006,"masculino"
"2188","Guerrero","PEMEX",0,2006,"masculino"
"2189","Hidalgo","PEMEX",76,2006,"masculino"
"2190","Jalisco","PEMEX",7,2006,"masculino"
"2191","Mexico","PEMEX",0,2006,"masculino"
"2192","Michoacan","PEMEX",0,2006,"masculino"
"2193","Morelos","PEMEX",0,2006,"masculino"
"2194","Nayarit","PEMEX",0,2006,"masculino"
"2195","Nuevo Leon","PEMEX",25,2006,"masculino"
"2196","Oaxaca","PEMEX",57,2006,"masculino"
"2197","Puebla","PEMEX",12,2006,"masculino"
"2198","Queretaro","PEMEX",0,2006,"masculino"
"2199","Quintana Roo","PEMEX",0,2006,"masculino"
"2200","San Luis Potosi","PEMEX",5,2006,"masculino"
"2201","Sinaloa","PEMEX",3,2006,"masculino"
"2202","Sonora","PEMEX",0,2006,"masculino"
"2203","Tabasco","PEMEX",131,2006,"masculino"
"2204","Tamaulipas","PEMEX",86,2006,"masculino"
"2205","Tlaxcala","PEMEX",0,2006,"masculino"
"2206","Veracruz","PEMEX",233,2006,"masculino"
"2207","Yucatan","PEMEX",0,2006,"masculino"
"2208","Zacatecas","PEMEX",0,2006,"masculino"
"2209","Aguascalientes","SEDENA",43,2006,"masculino"
"2210","Baja California","SEDENA",18,2006,"masculino"
"2211","Baja California Sur","SEDENA",15,2006,"masculino"
"2212","Campeche","SEDENA",10,2006,"masculino"
"2213","Coahuila","SEDENA",27,2006,"masculino"
"2214","Colima","SEDENA",13,2006,"masculino"
"2215","Chiapas","SEDENA",153,2006,"masculino"
"2216","Chihuahua","SEDENA",15,2006,"masculino"
"2217","Distrito Federal","SEDENA",336,2006,"masculino"
"2218","Durango","SEDENA",3,2006,"masculino"
